tss_name	tss_strand	tss_position	prom_expression	active	left	right	operon	strand
TSS_5386_storz	-	1366093	0.671096083616202	inactive	1364959	1365936	pspF	-
TSS_10383_regulondb	+	2745868	0.613902404221389	inactive	2745909	2746775	ypjD	+
TSS_1025_storz	-	234289	0.765423907182284	inactive	232597	233955	mltD	-
TSS_7592_wanner	-	1980463	0.652127436084849	inactive	1978212	1980411	otsBA	-
TSS_14894_regulondb	-	3840532	0.601569582319994	inactive	3839973	3840425	yicN	-
TSS_5228_wanner	+	1324817	0.70728115747104	inactive	1324876	1325751	rluB	+
TSS_8315_storz	+	2176599	0.519362480228564	inactive	2176843	2180083	yegTUV	+
TSS_14081_storz_wanner	-	3635459	0.953914756084541	inactive	3634231	3635433	yhiN	-
TSS_16551_wanner	+	4225622	0.661409298029946	inactive	4225754	4227385	yjbB	+
TSS_3907_regulondb	+	1005073	3.68341442532833	active	1005175	1005717	zapC	+
TSS_8855_wanner_regulondb	-	2337479	2.97850715712869	active	2334815	2337442	gyrA	-
TSS_2336_regulondb	-	605487	0.701352664768183	inactive	604741	605109	ybdF	-
TSS_2336_regulondb	-	605487	0.701352664768183	inactive	605174	605422	ybdJ	-
TSS_11107_storz_regulondb	+	2941341	0.963599878523479	inactive	2941359	2943007	csdAE	+
TSS_17684_storz	-	4518532	0.569796526033162	inactive	4517361	4518347	yjhU	-
TSS_17282_wanner	-	4416950	0.682520513737712	inactive	4415721	4416476	ulaR	-
TSS_12254_storz	+	3234223	0.583092189290018	inactive	3234562	3235254	ygjQ	+
TSS_17340_storz_wanner_regulondb	-	4434652	0.684430279913125	inactive	4432645	4434588	cpdB	-
TSS_17417_storz_regulondb	+	4453783	1.32904163455816	inactive	4453808	4455181	mpl	+
TSS_5861_storz	-	1504294	0.841637653141797	inactive	1502929	1504104	ydcO	-
TSS_9059_storz	-	2404821	0.951433631822851	inactive	2403725	2404663	lrhA	-
TSS_7121_storz_regulondb	-	1863677	0.666498575180825	inactive	1862806	1863660	yeaE	-
TSS_1562_regulondb	+	395604	1.05666645610329	inactive	395863	398190	sbmA-yaiW	+
TSS_1765_storz	-	444046	0.598225939821537	inactive	442275	443739	panE-yajL	-
TSS_282_wanner	-	65802	0.779696663355148	inactive	63429	65780	polB	-
TSS_14505_storz	-	3735297	2.78622958754406	active	3734376	3735200	bax	-
TSS_17614_storz	+	4498801	0.657588154922486	inactive	4499283	4499612	yjgZ	+
TSS_17403_storz	+	4447938	0.767493099997037	inactive	4447985	4452601	ytfQRT-yjfF	+
TSS_15338_storz	-	3948288	0.697300918563585	inactive	3946472	3948022	yifB	-
TSS_1870_regulondb	+	471780	0.588428312237931	inactive	471822	473476	glnK-amtB	+
TSS_159_storz_regulondb	+	29551	7.71567877150751	active	29651	34038	carAB	+
TSS_1833_storz_wanner_regulondb	+	460556	1.61149381108115	inactive	460675	460947	hupB	+
TSS_2049_regulondb	-	517885	0.635909700600939	inactive	516649	517503	ybbN	-
TSS_12592_storz	+	3316218	0.647242190848718	inactive	3316659	3318002	argG	+
TSS_3176_wanner	-	823746	0.636400359782488	inactive	820765	823720	ybhP-clsB-ybhN	-
TSS_15011_storz	-	3875634	0.660731565126718	inactive	3875090	3875488	yidB	-
TSS_1253_storz	-	295236	0.663977518750761	inactive	294363	294803	yagN	-
TSS_15789_wanner_regulondb	+	4049331	0.903864703281656	inactive	4049370	4049879	yihI	+
TSS_11396_storz	-	3022320	0.549114383189165	inactive	3018562	3022208	ygfM-xdhD	-
TSS_13508_regulondb	-	3490452	0.767953478878242	inactive	3489747	3490319	ppiA	-
TSS_15664_storz	+	4019786	0.767953478878242	inactive	4019968	4022359	tatABCD	+
TSS_9865_storz	-	2624923	0.767194381048913	inactive	2621066	2624678	ppk-ppx	-
TSS_6230_storz	+	1626231	0.652415172885602	inactive	1626376	1627062	ydfH	+
TSS_10678_storz_regulondb	+	2823813	1.15127370115922	inactive	2823854	2828800	srlAEBD-gutM-srlR-gutQ	+
TSS_79_regulondb	+	15436	0.761144962128906	inactive	15445	16557	insL-1	+
TSS_1302_regulondb	-	309343	0.580991492817424	inactive	303719	309250	ecpBCDE	-
TSS_924_storz_regulondb	+	214269	0.785859038277064	inactive	214291	215979	yaeQ-arfB-nlpE	+
TSS_12247_storz	-	3232555	0.690352467948309	inactive	3231750	3232477	higBA	-
TSS_13968_wanner	-	3602401	0.860620222789661	inactive	3599051	3602266	ftsYEX	-
TSS_4777_regulondb	+	1229961	0.805315300339443	inactive	1229990	1231677	umuDC	+
TSS_14791_regulondb	+	3814668	0.929847731476427	inactive	3814699	3815562	yicC	+
TSS_8997_regulondb	+	2386595	1.80855081674535	active	2386603	2387079	yfbO	+
TSS_1941_storz	+	485713	1.21081590539235	inactive	485760	489122	mscK	+
TSS_15993_regulondb	+	4104245	0.675062455202925	inactive	4104492	4105394	fieF	+
TSS_9912_regulondb	-	2637327	0.747557618384571	inactive	2636685	2637305	yfgM	-
TSS_12988_storz	-	3394541	0.536876866892962	inactive	3390480	3394280	yhdP	-
TSS_6023_regulondb	-	1561131	0.626777939991115	inactive	1555136	1561100	ddpXABCDF	-
TSS_554_regulondb	-	131466	0.571342400928555	inactive	129407	131260	yacH	-
TSS_17262_regulondb	+	4412270	0.589214732000739	inactive	4412298	4413923	aidB	+
TSS_921_regulondb	+	214195	0.721073957110238	inactive	214291	215979	yaeQ-arfB-nlpE	+
TSS_9788_regulondb	+	2599193	0.622979179060585	inactive	2599223	2612804	hyfABCDEFGHIJR-focB	+
TSS_16950_regulondb	-	4346864	0.760375683701424	inactive	4343703	4346767	dcuB-fumB	-
TSS_14940_storz_regulondb	+	3854418	0.798786401185332	inactive	3854438	3854887	yidI	+
TSS_17723_storz	+	4525903	0.556497927185245	inactive	4526000	4526089	ryjB	+
TSS_3770_storz	-	970135	0.640457101056368	inactive	963543	969844	ycaI-msbA-lpxK-ycaQ	-
TSS_9156_regulondb	-	2421734	0.613902404221389	inactive	2420671	2421561	yfcI	-
TSS_6430_storz	+	1671561	0.855102678068061	inactive	1671937	1672971	tqsA	+
TSS_16134_storz_regulondb	+	4134106	0.857145219892983	inactive	4134131	4135036	yijE	+
TSS_2928_storz	-	764397	0.498045088491986	inactive	754400	764272	sdhCDAB-sucABCD	-
TSS_16987_regulondb	-	4354436	0.654413928359069	inactive	4352977	4354434	dtpC	-
TSS_10341_storz	+	2739044	0.686479704886968	inactive	2739382	2739747	yfiL	+
TSS_4555_regulondb	+	1177763	0.69978935894525	inactive	1177816	1179582	nagK-cobB	+
TSS_11050_regulondb	+	2928895	0.613902404221389	inactive	2928987	2929832	ygdG	+
TSS_2120_storz	+	553639	0.641826960028659	inactive	553834	555219	cysS	+
TSS_17081_regulondb	+	4373707	1.94364063096673	active	4373722	4374288	efp	+
TSS_13698_regulondb	+	3535198	0.659470513546963	inactive	3535407	3537728	yhgF	+
TSS_17369_storz	-	4439341	2.23975061342131	active	4437895	4439238	ytfL	-
TSS_3397_storz	+	889099	2.37858407955713	active	889312	889689	ybjM	+
TSS_5898_regulondb	+	1515634	1.26428624236159	inactive	1515672	1515905	ydcY	+
TSS_2755_storz	-	711306	0.621183362671571	inactive	710828	711121	ybfE	-
TSS_2636_storz	-	682792	0.561337642411949	inactive	680946	682616	hscC	-
TSS_6957_storz	-	1811864	0.559439991280975	inactive	1811445	1811687	cedA	-
TSS_13660_storz	-	3529064	0.60290033898073	inactive	3526691	3528674	yrfG-hslRO	-
TSS_15040_storz	-	3881803	0.675062455202925	inactive	3878171	3881752	dnaAN-recF	-
TSS_13612_storz	-	3517306	0.583092189290018	inactive	3510656	3517086	aroKB-damX-dam-rpe-gph-trpS	-
TSS_8278_storz	+	2168141	0.613902404221389	inactive	2168251	2169422	insE-5EF-5F-5	+
TSS_4634_regulondb	+	1197739	0.700699423660499	inactive	1197918	1198811	lit	+
TSS_17318_storz	+	4427700	1.77771108942431	active	4427887	4429299	cycA	+
TSS_12658_wanner	-	3326873	1.99529790843981	active	3326261	3326737	greA	-
TSS_13460_storz	+	3475582	0.723807084859027	inactive	3475662	3475880	slyX	+
TSS_9725_storz	-	2583589	0.690664078298973	inactive	2581568	2583547	aegA	-
TSS_380_regulondb	+	87969	1.31161214174164	inactive	88028	89032	cra	+
TSS_1613_storz	+	407755	0.609502916264225	inactive	407833	408174	ykiA	+
TSS_9183_storz	-	2429151	0.760288871360388	inactive	2426079	2428785	cvpA-purF-ubiX	-
TSS_9452_regulondb	+	2507475	0.624526616266689	inactive	2507652	2508908	yfeO	+
TSS_13487_regulondb	-	3483868	1.19571083455593	inactive	3483436	3483840	yhfA	-
TSS_5923_regulondb	-	1521300	0.74609212367821	inactive	1518987	1521089	yncD	-
TSS_13443_storz_regulondb	-	3472822	0.848990546428778	inactive	3468167	3472574	rpsLG-fusA-tufA	-
TSS_2669_wanner_regulondb	-	694214	1.53480617801651	inactive	692754	694178	miaB	-
TSS_283_storz	-	65946	0.630891307271815	inactive	63429	65780	polB	-
TSS_12921_regulondb	+	3378182	1.58687366690776	inactive	3378213	3378611	yhcB	+
TSS_7398_storz	-	1929075	0.511968985918828	inactive	1928481	1928771	yebG	-
TSS_592_storz	+	142669	0.791082225497081	inactive	142779	144472	yadGH	+
TSS_7865_storz	+	2053054	0.818221429380775	inactive	2053085	2054539	amn	+
TSS_8610_storz_regulondb	+	2265818	0.92582382883905	inactive	2265851	2267589	yeiR-lpxT	+
TSS_11632_storz	+	3079869	0.665434787053995	inactive	3079935	3080693	loiP	+
TSS_3980_storz_regulondb	+	1020306	1.15848182484719	inactive	1020361	1020990	sxy	+
TSS_15654_regulondb	+	4018001	0.658155921460366	inactive	4018001	4018252	esrE	+
TSS_1610_regulondb	+	407372	1.29576042064448	inactive	407833	408174	ykiA	+
TSS_1610_regulondb	+	407372	1.29576042064448	inactive	407401	407685	yaiE	+
TSS_5000_storz	-	1288032	0.709500640184984	inactive	1287005	1287847	purU	-
TSS_9784_storz_regulondb	+	2598459	0.857724970234209	inactive	2598500	2598970	bcp	+
TSS_9768_storz_wanner_regulondb	-	2595803	0.595914153932702	inactive	2594927	2595640	purC	-
TSS_18010_wanner	+	4605803	1.99499098918568	active	4605826	4607346	holD-rimI-yjjG	+
TSS_8352_wanner	-	2190864	0.997303670059003	inactive	2190537	2190818	yehE	-
TSS_9281_wanner	-	2454937	2.33489832885603	active	2454349	2454834	sixA	-
TSS_11093_storz	-	2940017	0.812117744184483	inactive	2939258	2939653	ygdD	-
TSS_312_storz_regulondb	+	77367	0.629307511687074	inactive	77367	78799	sgrST-setA	+
TSS_811_regulondb	+	193411	0.674134732464399	inactive	193521	194717	dxr	+
TSS_3851_regulondb	-	988211	3.00812769036151	active	986808	988208	asnS	-
TSS_594_storz	-	142766	0.641879361018204	inactive	142008	142670	can	-
TSS_6842_storz_regulondb	+	1786408	1.8360055485591	active	1786459	1787505	aroH	+
TSS_2028_regulondb	+	512866	0.585621760985977	inactive	513217	513624	cueR	+
TSS_9182_wanner	-	2428820	0.932726570466438	inactive	2426079	2428785	cvpA-purF-ubiX	-
TSS_17317_storz	+	4427595	0.613902404221389	inactive	4427887	4429299	cycA	+
TSS_3299_storz	-	859279	0.869886897180803	inactive	858436	859251	ybiV	-
TSS_9454_regulondb	-	2507560	0.653836314207244	inactive	2506483	2507448	glk	-
TSS_15313_storz	+	3944980	0.62717255046072	inactive	3944980	3945055	trpT	+
TSS_9911_storz	-	2637038	0.638714161004372	inactive	2633906	2636674	bamB-der	-
TSS_6687_wanner	-	1741479	0.695825777688742	inactive	1740625	1741266	ribC	-
TSS_11681_regulondb	+	3089040	0.652415172885602	inactive	3089156	3090850	rsmE-gshB	+
TSS_7623_storz	-	1986088	0.704702977604384	inactive	1985531	1985782	yecJ	-
TSS_7623_storz	-	1986088	0.704702977604384	inactive	1985863	1986022	isrB	-
TSS_7623_storz	-	1986088	0.704702977604384	inactive	1985897	1985983	azuC	-
TSS_14503_storz	+	3735030	0.673154603442259	inactive	3735520	3737550	malS	+
TSS_4992_storz	-	1287002	0.613902404221389	inactive	1286310	1286845	tyrTV-tpr	-
TSS_16027_wanner	-	4110259	0.951433631822851	inactive	4109638	4110237	yiiQ	-
TSS_4276_storz	-	1108376	1.25696447614568	inactive	1107007	1108164	opgC	-
TSS_9411_regulondb	+	2492516	0.755935811629142	inactive	2492720	2492995	ypdI	+
TSS_12259_regulondb	+	3234535	0.709587171577146	inactive	3234562	3235254	ygjQ	+
TSS_10675_regulondb	-	2822416	0.869886897180803	inactive	2821871	2822368	pncC	-
TSS_17511_storz	+	4477409	0.656999847995796	inactive	4477753	4478949	yjgN	+
TSS_14954_storz	-	3858563	0.787572864403412	inactive	3854934	3858139	yidKJ	-
TSS_2343_storz	-	607015	2.57138992367357	active	605488	606606	ybdK	-
TSS_10195_wanner	-	2708251	1.48911616175792	inactive	2705344	2708034	rpoE-rseABC	-
TSS_17606_storz	-	4498168	0.656950135448962	inactive	4497700	4497942	yjgX_3	-
TSS_16967_regulondb	-	4349708	0.965397979474162	inactive	4347338	4349685	dcuSR	-
TSS_1126_wanner	+	262061	30.502053161708	active	262095	262170	thrW	+
TSS_16685_storz	+	4260765	0.703381882036882	inactive	4260863	4261105	pspG	+
TSS_1072_storz	-	246675	0.754348591188162	inactive	245961	246502	dinJ-yafQ	-
TSS_5993_storz	+	1549852	0.613902404221389	inactive	1550025	1550410	C0362	+
TSS_6070_storz	-	1577736	1.45697403087798	inactive	1573271	1577366	yddAB	-
TSS_13471_storz	+	3479217	0.869886897180803	inactive	3479311	3482458	yheSTU	+
TSS_11949_regulondb	-	3159332	0.629307511687074	inactive	3156949	3159168	ygiQ	-
TSS_15026_regulondb	-	3878173	1.15981236276074	inactive	3875728	3878142	gyrB	-
TSS_11990_regulondb	+	3167771	0.624095746051645	inactive	3167850	3169855	qseBC	+
TSS_17216_regulondb	-	4402765	0.640593250703565	inactive	4392089	4402327	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	-
TSS_8441_regulondb	+	2220174	0.803830633346094	inactive	2220207	2221922	dld	+
TSS_7471_storz	+	1943818	0.652415172885602	inactive	1944275	1944877	yebB	+
TSS_6925_storz	+	1805740	0.675711810764469	inactive	1805820	1806680	yniA	+
TSS_15246_storz_regulondb	-	3929181	0.801325704613741	inactive	3926175	3929116	ravA-viaA	-
TSS_4968_storz	-	1277237	0.63256164249847	inactive	1274402	1276841	narXL	-
TSS_17460_storz_wanner_regulondb	-	4465366	0.693711109765392	inactive	4464322	4465269	treR	-
TSS_13782_regulondb	-	3556129	0.704004347678937	inactive	3553855	3556101	rtcBA	-
TSS_14843_storz	+	3826698	0.680215196059028	inactive	3826968	3828359	xanP	+
TSS_7340_storz_regulondb	+	1918220	1.09363462381379	inactive	1918247	1919686	rsmF	+
TSS_3282_storz	-	854385	0.68972288230011	inactive	852406	853988	mntR-ybiR	-
TSS_3996_regulondb	+	1023661	1.0014374123711	inactive	1023694	1025748	helD	+
TSS_16706_storz	+	4264728	0.670387798262235	inactive	4265137	4266330	tyrB	+
TSS_12919_regulondb	+	3378145	1.28586737280652	inactive	3378213	3378611	yhcB	+
TSS_12026_storz	+	3175837	0.604908279077045	inactive	3176137	3179603	tolC-ygiABC	+
TSS_15698_wanner	+	4029074	0.613902404221389	inactive	4029184	4033176	pepQ-yigZ-trkH-hemG	+
TSS_15547_regulondb	+	3999296	7.21392872320282	active	3999449	4000399	corA	+
TSS_9949_storz	-	2643234	0.602134696005881	inactive	2642455	2642886	ndk	-
TSS_3626_regulondb	+	945062	1.95179530443093	active	945094	946242	ycaD	+
TSS_2006_regulondb	+	504107	0.67552283408413	inactive	504138	505790	ushA	+
TSS_7891_wanner	-	2058963	0.645536913349769	inactive	2057988	2058938	cbl	-
TSS_1027_storz	+	234685	0.675062455202925	inactive	234816	235538	yafS	+
TSS_3958_storz	+	1017457	0.544579420625804	inactive	1017708	1018160	matP	+
TSS_15793_storz_regulondb	+	4049966	0.757240733387455	inactive	4050068	4051441	hemN	+
TSS_4412_regulondb	+	1146014	11.7870958292743	active	1146017	1152403	yceD-rpmF-plsX-fabHDG-acpP-fabF	+
TSS_5464_regulondb	+	1395087	0.713575223867138	inactive	1395389	1395646	ynaJ	+
TSS_8312_storz	-	2175303	0.713575223867138	inactive	2169857	2175226	gatYZABCD	-
TSS_4740_storz	-	1223285	0.626117087405884	inactive	1222688	1223130	ymgH-ycgI	-
TSS_12475_storz	+	3293721	0.789631933199789	inactive	3293831	3294421	diaA	+
TSS_10030_regulondb	+	2661427	8.97242640355997	active	2661464	2662267	suhB	+
TSS_6793_storz_regulondb	+	1768396	0.767713112607558	inactive	1768396	1768500	rprA	+
TSS_6793_storz_regulondb	+	1768396	0.767713112607558	inactive	1768639	1768995	ydiL	+
TSS_16534_regulondb	-	4220536	0.511968985918828	inactive	4218324	4220510	arpA	-
TSS_1372_regulondb	+	328645	0.889107994177576	inactive	328687	330720	betT	+
TSS_18105_storz_regulondb	+	4633500	0.81163922957934	inactive	4633544	4637553	creABCD	+
TSS_4157_storz	-	1078363	0.652415172885602	inactive	1074143	1078105	putA	-
TSS_18015_storz	-	4607362	0.629307511687074	inactive	4605826	4607346	holD-rimI-yjjG	-
TSS_12794_storz	-	3352099	0.551899561173601	inactive	3351143	3352072	yhcC	-
TSS_8011_wanner	-	2086512	0.640633447054025	inactive	2085353	2086282	yeeY	-
TSS_17428_storz	+	4457233	0.58760431874167	inactive	4457576	4457878	cybC	+
TSS_16799_regulondb	-	4295157	0.844403542605163	inactive	4294459	4295148	yjcO	-
TSS_14544_storz	-	3749004	0.536502662581459	inactive	3740756	3748804	yiaKLMNO-lyxK-sgbHUE	-
TSS_9275_regulondb	-	2453843	1.00378147761775	inactive	2453105	2453668	yfcV	-
TSS_17540_regulondb	+	4484145	1.08173414805084	inactive	4484241	4486423	lptFG	+
TSS_14867_storz	+	3834245	4.22029129222129	active	3834245	3834339	selC	+
TSS_18025_storz	+	4610086	0.524923682881916	inactive	4610133	4610312	ytjA	+
TSS_18025_storz	+	4610086	0.524923682881916	inactive	4610434	4612283	yjjUV	+
TSS_11342_regulondb	+	3004139	0.834449781078505	inactive	3004284	3005474	ygeW	+
TSS_7359_storz	-	1921526	0.724618415710202	inactive	1921128	1921231	sdsR	-
TSS_5262_regulondb	+	1331812	2.38105548717194	active	1331879	1332853	cysB	+
TSS_3050_wanner	-	786892	1.23921861200839	inactive	786066	786818	gpmA	-
TSS_3525_storz	+	922231	0.679872600404309	inactive	922487	924763	clpA	+
TSS_10457_storz	+	2763745	0.642126128134317	inactive	2763940	2765377	rnlAB	+
TSS_11684_wanner	+	3089131	1.05338081537515	inactive	3089156	3090850	rsmE-gshB	+
TSS_2169_storz	+	567166	1.07225010932715	inactive	567285	567870	renD-emrE	+
TSS_13051_regulondb	+	3408268	1.54282217723411	inactive	3408302	3409589	dusB-fis	+
TSS_17402_regulondb	+	4447840	0.562402215716139	inactive	4447985	4452601	ytfQRT-yjfF	+
TSS_13513_storz	+	3491625	0.74508567095604	inactive	3492033	3497223	nirBDC-cysG	+
TSS_11353_storz	+	3007766	0.539395640110405	inactive	3008050	3009435	hyuA	+
TSS_14623_regulondb	-	3774443	0.720274443442996	inactive	3774194	3774403	yibT	-
TSS_13573_storz	-	3510596	0.611777560157439	inactive	3509082	3510366	yhfZY	-
TSS_16041_storz	-	4112829	0.630218158433814	inactive	4111749	4112495	fpr	-
TSS_9525_storz	-	2524904	0.925350668904255	inactive	2523952	2524878	yfeR	-
TSS_17825_storz	-	4556338	1.07375373378592	inactive	4555401	4556312	hypT	-
TSS_129_storz_wanner	-	21207	13.0686488456233	active	20815	21078	rpsT	-
TSS_13489_storz_regulondb	+	3483975	2.65043405886343	active	3484142	3484774	crp	+
TSS_5696_storz	-	1467661	0.641702427394814	inactive	1465945	1467218	insCD-2C-2D-2	-
TSS_1312_storz	+	310965	1.23916637444049	inactive	311336	311563	ykgL	+
TSS_17461_storz_regulondb	+	4465385	10.9590191072387	active	4465454	4468344	mgtLA	+
TSS_15636_regulondb	+	4014409	0.734613692250913	inactive	4014454	4015215	udp	+
TSS_4391_regulondb	+	1143603	0.62852554837158	inactive	1143725	1144045	yceQ	+
TSS_5045_regulondb	-	1294766	0.67552283408413	inactive	1293649	1294421	ychG_1G_2	-
TSS_8472_regulondb	+	2228515	0.752898298890871	inactive	2228646	2229736	yohJK	+
TSS_7757_storz_wanner	-	2030364	1.02958946847968	inactive	2028472	2030341	dcm-vsr	-
TSS_12229_regulondb	+	3224164	0.566997439031719	inactive	3224256	3225689	ygjI	+
TSS_11558_storz	-	3065255	0.741479379787601	inactive	3064299	3065195	ygfI	-
TSS_10480_regulondb	+	2765664	0.831613385819161	inactive	2765732	2767508	yfjPQ	+
TSS_9944_storz	-	2642393	2.04721790162129	active	2641151	2642305	rlmN	-
TSS_3030_regulondb	-	783476	0.613902404221389	inactive	781308	783108	nadA-pnuC	-
TSS_6871_regulondb	-	1793604	0.583092189290018	inactive	1790833	1793176	btuCED	-
TSS_11660_storz	-	3084775	0.502899060792108	inactive	3084421	3084672	yqgD	-
TSS_1762_storz	+	443790	0.244640203926145	inactive	443907	444398	yajQ	+
TSS_3777_storz	-	972662	0.646439053610121	inactive	971845	972624	elyC	-
TSS_15884_storz_regulondb	+	4073552	0.754348591188162	inactive	4073576	4076461	yihXY-dtd-yiiD	+
TSS_13539_regulondb	+	3497333	0.749677368644161	inactive	3497470	3497637	yhfL	+
TSS_12324_storz	+	3248243	0.583092189290018	inactive	3248584	3248976	yqjF	+
TSS_7642_storz	-	1989923	0.657588154922486	inactive	1988978	1989643	yecA	-
TSS_11657_storz_wanner	-	3084431	5.10895605912906	active	3080899	3083933	speAB	-
TSS_11657_storz_wanner	-	3084431	5.10895605912906	active	3083942	3084073	yqgB	-
TSS_7620_regulondb	-	1985826	0.949664306698862	inactive	1985531	1985782	yecJ	-
TSS_11675_regulondb	+	3088297	0.745617340440688	inactive	3088369	3089076	endA	+
TSS_353_regulondb	-	83728	3.68341442532833	active	78848	83708	leuLABCD	-
TSS_14204_storz	+	3662696	0.885568961535043	inactive	3662887	3662991	gadY	+
TSS_5953_storz	+	1531854	0.613902404221389	inactive	1532048	1532893	nhoA	+
TSS_7938_storz	+	2068331	0.690352467948309	inactive	2068810	2069235	yeeP	+
TSS_14432_regulondb	-	3718833	0.613902404221389	inactive	3718471	3718623	hokA	-
